Player,Matches,Runs,Average,100s,50s,Year
RO Hinds (WI),2,31,-,0,0,2001
RO Hinds (WI),9,62,12.40,0,0,2002
RO Hinds (WI),3,8,8.00,0,0,2004
WW Hinds (WI),10,277,27.70,0,2,1999
WW Hinds (WI),16,413,29.50,1,1,2000
WW Hinds (WI),15,361,25.78,0,4,2001
WW Hinds (WI),23,507,26.68,0,3,2002
WW Hinds (WI),19,687,42.93,3,2,2003
WW Hinds (WI),4,105,26.25,0,1,2004
WW Hinds (WI),11,277,27.70,1,0,2005
WW Hinds (WI),16,208,18.90,0,1,2006
WW Hinds (WI),5,45,15.00,0,0,2010
H Hiri (PNG),3,26,13.00,0,0,2016
ND Hirwani (INDIA),10,3,3.00,0,0,1988
ND Hirwani (INDIA),2,0,0.00,0,0,1989
ND Hirwani (INDIA),3,1,1.00,0,0,1990
ND Hirwani (INDIA),2,4,4.00,0,0,1992
ND Hirwani (INDIA),1,-,-,-,-,1991
PA Hitchcock (NZ),7,11,11.00,0,0,2002
PA Hitchcock (NZ),6,19,6.33,0,0,2003
PA Hitchcock (NZ),1,11,-,0,0,2008
BJ Hodge (AUS),3,72,24.00,0,1,2005
BJ Hodge (AUS),2,7,3.50,0,0,2006
BJ Hodge (AUS),20,496,35.42,1,2,2007
KC Hodsoll (BMUDA),1,2,-,0,0,2007
KC Hodsoll (BMUDA),2,0,0.00,0,0,2008
PJC Hoffmann (SCOT),5,38,9.50,0,0,2006
PJC Hoffmann (SCOT),13,47,6.71,0,0,2007
TG Hogan (AUS),8,55,13.75,0,0,1983
TG Hogan (AUS),8,17,4.25,0,0,1984
GB Hogg (AUS),7,38,12.66,0,0,1996
GB Hogg (AUS),30,226,22.6,0,2,2003
GB Hogg (AUS),14,148,37,0,0,2004
GB Hogg (AUS),18,95,15.83,0,0,2005
GB Hogg (AUS),19,113,16.14,0,0,2006
GB Hogg (AUS),27,85,17,0,0,2007
GB Hogg (AUS),7,85,21.25,0,0,2008
GB Hogg (AUS),1,-,-,-,-,2002
RM Hogg (AUS),8,8,2.66,0,0,1979
RM Hogg (AUS),9,3,1.5,0,0,1981
RM Hogg (AUS),22,42,42,0,0,1983
RM Hogg (AUS),18,47,6.71,0,0,1984
RM Hogg (AUS),13,37,18.5,0,0,1985
RM Hogg (AUS),1,-,-,-,-,1980
VR Hogg (ZIM),2,7,-,0,0,1983
MJ Hoggard (ENG),14,5,5,0,0,2002
MJ Hoggard (ENG),2,5,2.5,0,0,2003
MJ Hoggard (ENG),2,7,7,0,0,2006
MJ Hoggard (ENG),4,-,-,-,-,2001
MJ Hoggard (ENG),4,-,-,-,-,2005
JO Holder (WI),12,68,11.33,0,0,2013
JO Holder (WI),9,41,20.5,0,0,2014
JO Holder (WI),14,263,32.87,0,2,2015
JO Holder (WI),14,236,26.22,0,0,2016
JO Holder (WI),21,410,25.62,0,2,2017
JO Holder (WI),15,405,33.75,0,3,2018
JO Holder (WI),10,151,21.57,0,1,2019
RIC Holder (WI),4,75,25,0,1,1993
RIC Holder (WI),7,111,18.5,0,0,1994
RIC Holder (WI),6,106,53,0,0,1995
RIC Holder (WI),10,194,27.71,0,1,1996
RIC Holder (WI),10,113,16.14,0,0,1997
VA Holder (WI),2,10,10,0,0,1973
VA Holder (WI),6,22,11,0,0,1975
VA Holder (WI),3,2,2,0,0,1976
VA Holder (WI),1,30,30,0,0,1978
MA Holding (WI),3,19,9.5,0,0,1976
MA Holding (WI),9,2,0.5,0,0,1979
MA Holding (WI),8,13,6.5,0,0,1980
MA Holding (WI),6,11,5.5,0,0,1981
MA Holding (WI),9,21,5.25,0,0,1982
MA Holding (WI),14,38,7.6,0,0,1983
MA Holding (WI),17,94,23.5,0,1,1984
MA Holding (WI),28,19,3.8,0,0,1985
MA Holding (WI),3,5,5,0,0,1986
MA Holding (WI),5,60,30,0,1,1987
RG Holland (AUS),2,-,-,-,-,1985
AJ Hollioake (ENG),2,28,14,0,0,1996
AJ Hollioake (ENG),7,169,42.25,0,2,1997
AJ Hollioake (ENG),11,259,32.37,0,1,1998
AJ Hollioake (ENG),15,150,15.00,0,0,1999
BC Hollioake (ENG),1,63,63.00,0,1,1997
BC Hollioake (ENG),5,55,13.75,0,0,1998
BC Hollioake (ENG),1,4,4.00,0,0,1999
BC Hollioake (ENG),10,137,22.83,0,1,2001
BC Hollioake (ENG),3,50,16.66,0,0,2002
DAW Hollis (BMUDA),1,15,-,0,0,2008
DT Hondo (ZIM),2,5,5.00,0,0,2001
DT Hondo (ZIM),11,32,16.00,0,0,2002
DT Hondo (ZIM),17,24,8.00,0,0,2003
DT Hondo (ZIM),22,32,3.55,0,0,2004
DT Hondo (ZIM),4,34,17.00,0,0,2005
DW Hookes (AUS),2,14,7.00,0,0,1977
DW Hookes (AUS),2,9,4.50,0,0,1979
DW Hookes (AUS),2,18,9.00,0,0,1982
DW Hookes (AUS),23,641,32.05,0,5,1983
DW Hookes (AUS),8,139,19.85,0,0,1984
DW Hookes (AUS),2,5,5.00,0,0,1986
CK Hooper (CAN),1,4,4.00,0,0,2007
CK Hooper (CAN),4,45,22.50,0,0,2010
CL Hooper (WI),11,159,26.50,0,1,1987
CL Hooper (WI),22,489,40.75,1,2,1988
CL Hooper (WI),6,110,27.50,0,0,1989
CL Hooper (WI),9,158,39.50,0,0,1990
CL Hooper (WI),19,379,21.05,0,2,1991
CL Hooper (WI),19,293,20.92,0,1,1992
CL Hooper (WI),29,589,32.72,0,3,1993
CL Hooper (WI),10,513,64.12,1,5,1994
CL Hooper (WI),11,414,41.40,0,4,1995
CL Hooper (WI),8,224,44.80,0,1,1996
CL Hooper (WI),18,635,48.84,3,2,1997
CL Hooper (WI),8,281,40.14,0,2,1998
CL Hooper (WI),12,368,33.45,1,3,1999
CL Hooper (WI),20,534,31.41,0,2,2001
CL Hooper (WI),19,516,46.90,1,1,2002
CL Hooper (WI),6,99,19.80,0,0,2003
KA Hope (WI),7,138,23.00,0,0,2017
SD Hope (WI),4,187,46.75,1,0,2016
SD Hope (WI),22,600,33.33,0,4,2017
SD Hope (WI),18,875,67.30,3,3,2018
SD Hope (WI),10,585,65.00,2,3,2019
JR Hopes (AUS),8,84,28.00,0,0,2006
JR Hopes (AUS),10,156,26.00,0,0,2007
JR Hopes (AUS),17,259,19.92,0,1,2008
JR Hopes (AUS),31,501,25.05,0,1,2009
JR Hopes (AUS),17,326,29.63,0,1,2010
JR Hopes (AUS),1,-,-,-,-,2005
GJ Hopkins (NZ),5,0,0.00,0,0,2004
GJ Hopkins (NZ),3,9,4.50,0,0,2007
GJ Hopkins (NZ),4,32,16.00,0,0,2008
GJ Hopkins (NZ),2,15,7.50,0,0,2009
GJ Hopkins (NZ),11,180,20.00,0,0,2010
MJ Horne (NZ),12,267,22.25,0,1,1997
MJ Horne (NZ),12,152,13.81,0,0,1998
MJ Horne (NZ),20,421,22.15,0,3,1999
MJ Horne (NZ),6,140,23.33,0,1,2002
PA Horne (NZ),4,50,12.50,0,0,1987
DL Houghton (ZIM),6,176,29.33,0,2,1983
DL Houghton (ZIM),6,226,37.66,1,1,1987
DL Houghton (ZIM),11,238,23.80,0,2,1992
DL Houghton (ZIM),13,369,30.75,0,3,1993
DL Houghton (ZIM),6,97,16.16,0,1,1994
DL Houghton (ZIM),5,173,43.25,0,1,1995
DL Houghton (ZIM),4,33,8.25,0,0,1996
DL Houghton (ZIM),12,218,21.80,0,2,1997
JM How (NZ),1,58,58.00,0,1,2005
JM How (NZ),5,83,20.75,0,1,2006
JM How (NZ),9,376,47.00,0,4,2007
JM How (NZ),14,386,32.16,1,1,2008
JM How (NZ),2,27,13.50,0,0,2009
JM How (NZ),4,41,10.25,0,0,2010
JM How (NZ),6,75,15.00,0,0,2011
GP Howarth (NZ),5,93,23.25,0,1,1975
GP Howarth (NZ),1,43,43.00,0,0,1976
GP Howarth (NZ),2,54,27.00,0,0,1978
GP Howarth (NZ),2,70,70.00,0,1,1979
GP Howarth (NZ),5,127,25.40,0,0,1980
GP Howarth (NZ),10,211,26.37,0,0,1981
GP Howarth (NZ),3,53,17.66,0,0,1982
GP Howarth (NZ),24,428,20.38,0,2,1983
GP Howarth (NZ),5,156,31.20,0,1,1984
GP Howarth (NZ),13,149,14.90,0,1,1985
HJ Howarth (NZ),3,6,6.00,0,0,1973
HJ Howarth (NZ),6,12,6.00,0,0,1975
LG Howell (NZ),12,287,23.91,0,4,1998
AG Huckle (ZIM),5,1,1.00,0,0,1997
AG Huckle (ZIM),8,8,8.00,0,0,1998
AG Huckle (ZIM),6,0,0.00,0,0,1999
AC Hudson (SA),2,0,0.00,0,0,1991
AC Hudson (SA),18,660,36.66,1,5,1992
AC Hudson (SA),17,302,17.76,0,2,1993
AC Hudson (SA),15,480,32.00,0,4,1994
AC Hudson (SA),3,70,23.33,0,0,1995
AC Hudson (SA),24,950,41.30,1,7,1996
AC Hudson (SA),10,97,9.70,0,0,1997
KJ Hughes (AUS),2,5,2.50,0,0,1977
KJ Hughes (AUS),13,222,20.18,0,2,1979
KJ Hughes (AUS),9,302,43.14,0,2,1980
KJ Hughes (AUS),16,340,26.15,0,2,1981
KJ Hughes (AUS),13,236,23.60,0,2,1982
KJ Hughes (AUS),18,315,19.68,0,3,1983
KJ Hughes (AUS),22,522,27.47,0,6,1984
KJ Hughes (AUS),4,26,6.50,0,0,1985
MG Hughes (AUS),3,4,-,0,0,1988
MG Hughes (AUS),12,33,6.60,0,0,1989
MG Hughes (AUS),8,19,19.00,0,0,1990
MG Hughes (AUS),1,0,-,0,0,1992
MG Hughes (AUS),8,44,14.66,0,0,1993
MG Hughes (AUS),1,-,-,-,-,1991
PJ Hughes (AUS),20,660,36.66,2,2,2013
PJ Hughes (AUS),5,166,33.20,0,2,2014
Humayun Farhat (PAK),5,60,20.00,0,0,2001
GW Humpage (ENG),3,11,5.50,0,0,1981
KAD Hurdle (BMUDA),7,19,9.50,0,0,2006
KAD Hurdle (BMUDA),12,66,11.00,0,0,2007
RO Hurley (WI),4,0,0.00,0,0,2003
RO Hurley (WI),5,13,4.33,0,0,2004
AG Hurst (AUS),1,1,-,0,0,1975
AG Hurst (AUS),7,6,-,0,0,1979
N Hussain (ENG),1,2,2.00,0,0,1989
N Hussain (ENG),1,15,-,0,0,1990
N Hussain (ENG),2,26,13.00,0,0,1994
N Hussain (ENG),1,49,-,0,0,1996
N Hussain (ENG),7,63,12.60,0,0,1997
N Hussain (ENG),6,101,20.20,0,0,1998
N Hussain (ENG),15,487,37.46,0,4,1999
N Hussain (ENG),17,463,28.93,0,5,2000
N Hussain (ENG),4,198,66.00,0,2,2001
N Hussain (ENG),24,801,34.82,1,5,2002
N Hussain (ENG),10,127,14.11,0,0,2003
RO Hussain (SCOT),2,16,8.00,0,0,2006
RO Hussain (SCOT),4,28,9.33,0,0,2007
RO Hussain (SCOT),2,19,9.50,0,0,2010
KH Butt (HKG),2,8,4.00,0,0,2008
Hussain Talat (PAK),1,2,2.00,0,0,2019
DJ Hussey (AUS),5,137,34.25,0,2,2008
DJ Hussey (AUS),18,461,27.11,1,2,2009
DJ Hussey (AUS),16,342,38.00,0,2,2011
DJ Hussey (AUS),25,728,34.66,0,7,2012
DJ Hussey (AUS),5,128,32.00,0,1,2013
MEK Hussey (AUS),1,17,-,0,0,2004
MEK Hussey (AUS),20,587,146.75,0,5,2005
MEK Hussey (AUS),27,784,56.00,1,4,2006
MEK Hussey (AUS),27,447,31.92,1,1,2007
MEK Hussey (AUS),18,622,56.54,0,6,2008
MEK Hussey (AUS),33,1166,48.58,0,11,2009
MEK Hussey (AUS),24,825,45.83,0,6,2010
MEK Hussey (AUS),16,414,41.40,1,2,2011
MEK Hussey (AUS),19,580,32.22,0,4,2012
DP Hyatt (WI),9,112,14.00,0,0,2011
N Ifill (CAN),3,16,8.00,0,0,2003
N Ifill (CAN),1,0,0.00,0,0,2006
Iftikhar Ahmed (PAK),2,8,4.00,0,0,2015
Iftikhar Anjum (PAK),10,41,-,0,0,2005
Iftikhar Anjum (PAK),13,44,44.00,0,0,2006
Iftikhar Anjum (PAK),14,84,12.00,0,0,2007
Iftikhar Anjum (PAK),14,38,19.00,0,0,2008
Iftikhar Anjum (PAK),7,6,2.00,0,0,2009
Iftikhar Anjum (PAK),2,21,10.50,0,0,2010
Iftikhar Anjum (PAK),2,-,-,-,-,2004
AP Igglesden (ENG),4,20,10.00,0,0,1994
Ihsanullah (AFG),3,30,10.00,0,0,2017
Ihsanullah (AFG),13,277,25.18,0,3,2018
Ijaz Ahmed (PAK),7,67,11.16,0,0,1986
Ijaz Ahmed (PAK),17,322,21.46,0,2,1987
Ijaz Ahmed (PAK),15,448,32.00,1,1,1988
Ijaz Ahmed (PAK),24,309,18.17,0,2,1989
Ijaz Ahmed (PAK),19,448,34.46,1,2,1990
Ijaz Ahmed (PAK),7,83,16.60,0,0,1991
Ijaz Ahmed (PAK),12,73,14.60,0,0,1992
Ijaz Ahmed (PAK),12,476,68.00,2,2,1994
Ijaz Ahmed (PAK),8,165,20.62,0,1,1995
Ijaz Ahmed (PAK),38,1281,41.32,1,9,1996
Ijaz Ahmed (PAK),31,1104,38.06,1,8,1997
Ijaz Ahmed (PAK),25,799,36.31,3,3,1998
Ijaz Ahmed (PAK),20,587,34.52,1,3,1999
Ijaz Ahmed (PAK),15,402,28.71,0,4,2000
Ijaz Ahmed jnr (PAK),2,3,-,0,0,1997
Ijaz Faqih (PAK),1,0,0.00,0,0,1980
Ijaz Faqih (PAK),4,57,14.25,0,0,1981
Ijaz Faqih (PAK),6,6,2.00,0,0,1982
Ijaz Faqih (PAK),7,61,15.25,0,0,1983
Ijaz Faqih (PAK),5,67,16.75,0,0,1984
Ijaz Faqih (PAK),1,6,-,0,0,1988
Ijaz Faqih (PAK),3,-,-,-,-,1987
Ikram Ali Khil (AFG),2,6,6.00,0,0,2019
R Illingworth (ENG),1,1,1.00,0,0,1971
R Illingworth (ENG),2,4,4.00,0,0,1973
RK Illingworth (ENG),3,9,-,0,0,1991
RK Illingworth (ENG),13,31,10.33,0,0,1992
RK Illingworth (ENG),2,21,10.50,0,0,1993
RK Illingworth (ENG),7,7,7.00,0,0,1996
Ilyas Gull (HKG),2,17,8.50,0,0,2004
Imad Wasim (PAK),5,76,38.00,0,1,2015
Imad Wasim (PAK),9,193,48.25,0,2,2016
Imad Wasim (PAK),16,161,26.83,0,0,2017
Imad Wasim (PAK),2,50,50.00,0,1,2018
Imad Wasim (PAK),14,298,49.66,0,1,2019
Imam-ul-Haq (PAK),3,147,73.50,1,0,2017
Imam-ul-Haq (PAK),13,672,61.09,3,3,2018
Imam-ul-Haq (PAK),12,568,56.80,2,2,2019
Imran Abbas (PAK),2,29,14.50,0,0,2000
Imran Farhat (PAK),4,48,12.00,0,0,2001
Imran Farhat (PAK),5,348,69.60,1,3,2003
Imran Farhat (PAK),12,290,26.36,0,1,2004
Imran Farhat (PAK),12,288,24.00,0,2,2006
Imran Farhat (PAK),4,140,35.00,0,1,2010
Imran Farhat (PAK),9,261,32.62,0,3,2011
Imran Farhat (PAK),5,174,34.80,0,2,2012
Imran Farhat (PAK),7,170,24.28,0,1,2013
Imran Haider (UAE),7,20,20.00,0,0,2017
Imran Haider (UAE),6,6,2.00,0,0,2018
Imran Haider (UAE),7,32,10.66,0,0,2019
Imran Khan (PAK),2,9,4.50,0,0,1975
Imran Khan (PAK),1,4,-,0,0,1976
Imran Khan (PAK),1,39,39.00,0,0,1977
Imran Khan (PAK),2,12,6.00,0,0,1978
Imran Khan (PAK),4,42,42.00,0,0,1979
Imran Khan (PAK),2,2,2.00,0,0,1980
Imran Khan (PAK),6,76,25.33,0,0,1981
Imran Khan (PAK),13,284,56.80,0,1,1982
Imran Khan (PAK),8,283,70.75,1,2,1983
Imran Khan (PAK),7,156,22.28,0,0,1984
Imran Khan (PAK),17,255,25.50,0,0,1985
Imran Khan (PAK),16,186,18.60,0,0,1986
Imran Khan (PAK),21,437,29.13,0,2,1987
Imran Khan (PAK),8,181,25.85,0,1,1988
Imran Khan (PAK),26,793,46.64,0,6,1989
Imran Khan (PAK),18,496,41.33,0,4,1990
Imran Khan (PAK),8,225,28.12,0,2,1991
Imran Khan (PAK),13,229,38.16,0,1,1992
Imran Khan (PAK),2,-,-,-,-,1974
Imran Nazir (PAK),2,6,3.00,0,0,1999
Imran Nazir (PAK),27,701,26.96,1,4,2000
Imran Nazir (PAK),6,81,13.50,0,0,2001
Imran Nazir (PAK),18,483,28.41,0,4,2002
Imran Nazir (PAK),4,69,17.25,0,0,2003
Imran Nazir (PAK),4,52,13.00,0,0,2004
Imran Nazir (PAK),13,392,30.15,1,1,2007
Imran Nazir (PAK),5,111,22.20,0,0,2009
Imran Tahir (SA),5,1,-,0,0,2011
Imran Tahir (SA),8,4,2.00,0,0,2013
Imran Tahir (SA),14,47,23.50,0,0,2014
Imran Tahir (SA),22,26,6.50,0,0,2015
Imran Tahir (SA),15,39,9.75,0,0,2016
Imran Tahir (SA),17,1,1.00,0,0,2017
Imran Tahir (SA),10,22,5.50,0,0,2018
Imran Tahir (SA),7,6,6.00,0,0,2019
Imrul Kayes (BDESH),3,27,9.00,0,0,2008
Imrul Kayes (BDESH),27,867,32.11,1,6,2010
Imrul Kayes (BDESH),18,421,24.76,0,3,2011
Imrul Kayes (BDESH),5,75,15.00,0,1,2014
Imrul Kayes (BDESH),5,158,31.60,0,2,2015
Imrul Kayes (BDESH),7,325,46.42,1,1,2016
Imrul Kayes (BDESH),5,125,25.00,0,1,2017
Imrul Kayes (BDESH),8,436,62.28,2,2,2018
Imtiaz Abbasi (UAE),2,8,8.00,0,0,1994
Imtiaz Abbasi (UAE),5,4,4.00,0,0,1996
CA Ingram (SA),8,288,57.60,2,0,2010
CA Ingram (SA),4,86,21.50,0,0,2011
CA Ingram (SA),3,14,7.00,0,0,2012
CA Ingram (SA),16,455,30.33,1,3,2013
PJ Ingram (NZ),8,193,27.57,0,1,2010
Intikhab Alam (PAK),1,10,10.00,0,0,1973
Intikhab Alam (PAK),1,7,7.00,0,0,1976
Intikhab Alam (PAK),2,-,-,-,-,1974
Inzamam-ul-Haq (PAK),2,80,40.00,0,1,1991
Inzamam-ul-Haq (PAK),28,818,31.46,2,4,1992
Inzamam-ul-Haq (PAK),21,808,50.50,0,6,1993
Inzamam-ul-Haq (PAK),28,901,40.95,1,8,1994
Inzamam-ul-Haq (PAK),17,699,49.92,1,5,1995
Inzamam-ul-Haq (PAK),25,503,25.15,0,2,1996
Inzamam-ul-Haq (PAK),30,891,38.73,0,7,1997
Inzamam-ul-Haq (PAK),20,669,39.35,1,4,1998
Inzamam-ul-Haq (PAK),29,1106,46.08,1,10,1999
Inzamam-ul-Haq (PAK),34,1074,42.96,1,9,2000
Inzamam-ul-Haq (PAK),17,646,49.69,1,4,2001
Inzamam-ul-Haq (PAK),33,743,28.57,0,4,2002
Inzamam-ul-Haq (PAK),18,418,34.83,0,3,2003
Inzamam-ul-Haq (PAK),26,911,43.38,2,6,2004
Inzamam-ul-Haq (Asia/PAK),23,874,54.62,0,9,2005
Inzamam-ul-Haq (PAK),19,450,34.61,0,1,2006
Inzamam-ul-Haq (PAK),8,148,21.14,0,0,2007
IT Iqbal (KENYA),3,17,8.50,0,0,1996
MM Iqbal (SCOT),2,21,10.50,0,0,2009
MM Iqbal (SCOT),8,135,27.00,0,1,2010
MM Iqbal (SCOT),2,36,36.00,0,0,2013
MM Iqbal (SCOT),1,-,-,-,-,2014
Iqbal Qasim (PAK),1,0,0.00,0,0,1977
Iqbal Qasim (PAK),3,9,9.00,0,0,1978
Iqbal Qasim (PAK),2,6,-,0,0,1980
Iqbal Qasim (PAK),4,15,7.50,0,0,1982
Iqbal Qasim (PAK),3,9,4.50,0,0,1985
Iqbal Qasim (PAK),1,-,-,-,-,1981
Iqbal Qasim (PAK),1,-,-,-,-,1988
Iqbal Sikander (PAK),4,1,-,0,0,1992
RC Irani (ENG),5,69,23.00,0,0,1996
RC Irani (ENG),5,9,1.80,0,0,1997
RC Irani (ENG),13,215,19.54,0,1,2002
RC Irani (ENG),8,67,11.16,0,0,2003
AJ Ireland (ZIM),4,1,-,0,0,2005
AJ Ireland (ZIM),17,20,2.85,0,0,2006
AJ Ireland (ZIM),5,9,9.00,0,0,2007
Irfan Ahmed (HKG),2,25,12.50,0,0,2008
Irfan Ahmed (HKG),4,74,18.50,0,0,2014
Irfan Bhatti (PAK),1,-,-,-,-,1993
Irfan Fazil (PAK),1,15,15.00,0,0,2000
Irfan Sajid (UAE),1,2,2.00,0,0,2014
Ishtiaq Muhammad (HKG),1,0,-,0,0,2016
SS Iyer (INDIA),3,162,54.00,0,2,2017
SS Iyer (INDIA),3,48,24.00,0,0,2018
Izatullah Dawlatzai (AFG),2,6,-,0,0,2010
Izatullah Dawlatzai (AFG),2,1,1.00,0,0,2012
Izatullah Dawlatzai (AFG),1,0,0.00,0,0,2015
SD Jack (SA),1,1,1.00,0,0,1994
SD Jack (SA),1,6,6.00,0,0,1995
RD Jackman (ENG),1,14,14.00,0,0,1976
RD Jackman (ENG),2,6,6.00,0,0,1980
RD Jackman (ENG),3,16,8.00,0,0,1981
RD Jackman (ENG),7,18,4.50,0,0,1983
RD Jackman (ENG),2,-,-,-,-,1974
RD Jacobs (WI),4,13,4.33,0,0,1996
RD Jacobs (WI),7,47,23.50,0,0,1998
RD Jacobs (WI),33,600,24.00,0,4,1999
RD Jacobs (WI),18,294,22.61,0,1,2000
RD Jacobs (WI),27,471,29.43,0,2,2001
RD Jacobs (WI),23,220,20.00,0,1,2002
RD Jacobs (WI),16,132,26.40,0,1,2003
RD Jacobs (WI),19,88,17.60,0,0,2004
A Jadeja (INDIA),13,205,18.63,0,0,1992
A Jadeja (INDIA),3,75,25.00,0,0,1993
A Jadeja (INDIA),17,720,45.00,1,6,1994
A Jadeja (INDIA),9,170,34.00,0,1,1995
A Jadeja (INDIA),32,789,34.30,0,4,1996
A Jadeja (INDIA),39,937,32.31,1,6,1997
A Jadeja (INDIA),36,1004,47.80,2,6,1998
A Jadeja (INDIA),36,1144,42.37,2,5,1999
A Jadeja (INDIA),11,315,39.37,0,2,2000
RA Jadeja (INDIA),14,201,33.50,0,2,2009
RA Jadeja (INDIA),21,334,30.36,0,2,2010
RA Jadeja (INDIA),13,220,31.42,0,1,2011
RA Jadeja (INDIA),10,105,17.50,0,0,2012
RA Jadeja (INDIA),34,462,35.53,0,1,2013
RA Jadeja (INDIA),17,369,61.50,0,4,2014
RA Jadeja (INDIA),12,113,16.14,0,0,2015
RA Jadeja (INDIA),5,45,45.00,0,0,2016
RA Jadeja (INDIA),10,65,16.25,0,0,2017
RA Jadeja (INDIA),8,68,22.66,0,0,2018
RA Jadeja (INDIA),7,53,13.25,0,0,2019
KM Jadhav (INDIA),1,20,20.00,0,0,2014
KM Jadhav (INDIA),3,126,63.00,1,0,2015
KM Jadhav (INDIA),8,90,45.00,0,0,2016
KM Jadhav (INDIA),25,561,40.07,1,3,2017
KM Jadhav (INDIA),11,87,43.50,0,0,2018
KM Jadhav (INDIA),11,290,48.33,0,2,2019
W Jaffer (INDIA),2,10,5.00,0,0,2006
Jahangir Alam (BDESH),2,4,2.00,0,0,1997
Jahangir Alam (BDESH),1,0,0.00,0,0,1999
Jahangir Alam Talukdar (BDESH),2,7,-,0,0,1990
Jahangir Shah (BDESH),2,1,0.50,0,0,1986
Jahangir Shah (BDESH),2,15,-,0,0,1988
Jahangir Shah (BDESH),1,-,-,-,-,1990
Jahurul Islam (BDESH),6,156,31.20,0,0,2010
Jahurul Islam (BDESH),5,88,17.60,0,1,2012
Jahurul Islam (BDESH),3,26,13.00,0,0,2013
Jalal-ud-Din (PAK),2,5,2.50,0,0,1983
Jalal-ud-Din (PAK),6,-,-,-,-,1982
Jamaluddin Ahmed (BDESH),1,18,-,0,0,2003
WR James (ZIM),4,35,11.66,0,0,1992
WR James (ZIM),3,14,14.00,0,0,1993
WR James (ZIM),3,52,17.33,0,0,1994
WR James (ZIM),1,-,-,-,-,1996
JA Jameson (ENG),1,28,28.00,0,0,1973
JA Jameson (ENG),2,32,16.00,0,0,1975
F Jansen (NL),2,-,-,-,-,1996
PA Jaques (AUS),4,121,30.25,0,1,2006
PA Jaques (AUS),2,4,2.00,0,0,2007
KM Jarvis (ZIM),9,19,6.33,0,0,2009
KM Jarvis (ZIM),4,8,4.00,0,0,2011
KM Jarvis (ZIM),3,2,2.00,0,0,2012
KM Jarvis (ZIM),8,23,5.75,0,0,2013
KM Jarvis (ZIM),16,101,9.18,0,0,2018
KM Jarvis (ZIM),4,5,-,0,0,2019
MP Jarvis (ZIM),5,9,-,0,0,1987
MP Jarvis (ZIM),5,28,14.00,0,0,1992
MP Jarvis (ZIM),2,-,-,-,-,1995
PW Jarvis (ENG),5,5,5.00,0,0,1988
PW Jarvis (ENG),11,26,5.20,0,0,1993
Jasdeep Singh (USA),1,0,0.00,0,0,2019
Jatinder Singh (OMAN),1,0,0.00,0,0,2019
Javed Ahmadi (AFG),6,67,13.40,0,0,2010
Javed Ahmadi (AFG),4,72,18.00,0,0,2012
Javed Ahmadi (AFG),5,131,32.75,0,2,2014
Javed Ahmadi (AFG),10,286,28.60,0,3,2015
Javed Ahmadi (AFG),5,90,18.00,0,0,2016
Javed Ahmadi (AFG),6,175,35.00,0,1,2017
Javed Ahmadi (AFG),4,104,26.00,0,1,2018
Javed Ahmadi (AFG),2,46,23.00,0,0,2019
Javed Miandad (PAK),2,52,52.00,0,0,1975
Javed Miandad (PAK),1,47,47.00,0,0,1976
Javed Miandad (PAK),3,100,50.00,0,1,1977
Javed Miandad (PAK),6,57,11.40,0,0,1978
Javed Miandad (PAK),4,46,15.33,0,0,1979
Javed Miandad (PAK),3,47,15.66,0,0,1980
Javed Miandad (PAK),6,194,32.33,0,2,1981
Javed Miandad (PAK),13,501,83.50,2,2,1982
Javed Miandad (PAK),9,293,41.85,0,3,1983
Javed Miandad (PAK),17,475,31.66,0,3,1984
Javed Miandad (PAK),22,721,45.06,0,5,1985
Javed Miandad (PAK),19,632,48.61,1,4,1986
Javed Miandad (PAK),22,1084,67.75,2,10,1987
Javed Miandad (PAK),13,607,55.18,1,5,1988
Javed Miandad (PAK),18,487,30.43,0,2,1989
Javed Miandad (PAK),18,311,22.21,0,1,1990
Javed Miandad (PAK),4,141,35.25,0,1,1991
Javed Miandad (PAK),25,942,52.33,1,8,1992
Javed Miandad (PAK),23,590,32.77,1,3,1993
Javed Miandad (PAK),5,54,27.00,0,0,1996
Javed Omar (BDESH),2,27,13.50,0,0,1995
Javed Omar (BDESH),2,21,10.50,0,0,1998
Javed Omar (BDESH),3,47,15.66,0,0,1999
Javed Omar (BDESH),4,156,78.00,0,2,2000
Javed Omar (BDESH),5,186,46.50,0,2,2001
Javed Omar (BDESH),8,93,11.62,0,0,2002
Javed Omar (BDESH),4,37,9.25,0,0,2003
Javed Omar (BDESH),7,159,22.71,0,2,2004
Javed Omar (BDESH),9,225,25.00,0,2,2005
Javed Omar (BDESH),9,215,26.87,0,1,2006
Javed Omar (BDESH),6,146,24.33,0,1,2007
Javed Qadeer (PAK),1,12,12.00,0,0,1995
Jawahir Shah (EAf),3,46,15.33,0,0,1975
WS Jayantha (SL),17,400,26.66,0,2,2004
PS Jayaprakashdaran (SL),1,-,-,-,-,2005
RSA Jayasekera (SL),2,17,17.00,0,0,1982
SA Jayasinghe (SL),2,1,1.00,0,0,1979
GSNFG Jayasuriya (SL),3,11,11.00,0,0,2015
GSNFG Jayasuriya (SL),3,40,20.00,0,0,2016
GSNFG Jayasuriya (SL),3,32,10.66,0,0,2018
NGRP Jayasuriya (SL),2,11,11.00,0,0,2018
ST Jayasuriya (SL),3,40,13.33,0,0,1989
